page,country,rev_id,ores_score,Geography,Population mid-2018 (millions),_merge
Prime Minister of Rhodesia,Rhodesian,782602484,Start,,,left_only
Luzolo Bambi Lessa,"Congo, Dem. Rep. of",782618365,Start,,,left_only
Akhsarbek Galazov,Ossetian,782634776,Start,,,left_only
Jeon Soon-ok,South Korean,782649404,Stub,,,left_only
Rubén Alonso Rosales,Salvadoran,782652818,Start,,,left_only
President of Palau,Palauan,782714724,Start,,,left_only
Governor of Pitcairn,Pitcairn Islands,782764117,Start,,,left_only
Order of Merit of Samoa,Samoan,782768517,Stub,,,left_only
Jonas Mukamba Kadiata Nzemba,"Congo, Dem. Rep. of",782825984,Start,,,left_only
Majida Al-Masri,Palestinian Territory,783041670,Stub,,,left_only
Bruno Kafka,Czech Republic,783065752,Stub,,,left_only
Badr bin Saud al Busaidi,Omani,783116680,Stub,,,left_only
Leo Cardwell Ross,Rhodesian,783150296,Start,,,left_only
Josiah Gondo,Rhodesian,783150589,C,,,left_only
Charles Abercrombie Smith,Cape Colony,783249147,C,,,left_only
Charles Brownlee,Cape Colony,783250295,C,,,left_only
Dunduzu Chisiza,Rhodesian,783301534,Start,,,left_only
Marcel Gargar,Guadeloupe,783350704,Stub,,,left_only
Arthur Z'ahidi Ngoma,"Congo, Dem. Rep. of",783354232,Stub,,,left_only
Marcella Liburd,Saint Kitts and Nevis,783358108,Start,,,left_only
State President of the South African Republic,South African Republic,783371989,Start,,,left_only
Mariano Prado,Salvadoran,783472679,Start,,,left_only
Mario Alexander Barahona Martínez,Hondura,783532382,Stub,,,left_only
Mario Canahuati,Hondura,783534612,Stub,,,left_only
Mario Michel,Saint Lucian,783539672,Start,,,left_only
Sapa'u Ruperake Petaia,Samoan,783679600,Stub,,,left_only
Lucie Talmanová,Czech Republic,783711789,Start,,,left_only
Martin Mejstřík,Czech Republic,783737915,Stub,,,left_only
Martin Williams (diplomat),Pitcairn Islands,783746509,Stub,,,left_only
Mary Rose Tuitt,Montserratian,783821985,Start,,,left_only
María Sumire,Incan,783850857,Start,,,left_only
Movladi Udugov,Chechen,783907075,C,,,left_only
Matías Funes,Hondura,784048015,Start,,,left_only
Dean of Jersey,Jersey,784051930,Start,,,left_only
Vlastimil Tusar,Czech Republic,784145485,Start,,,left_only
Doku Zavgayev,Chechen,784167327,Start,,,left_only
Emile Mota,"Congo, Dem. Rep. of",784182810,Start,,,left_only
Mark Brantley,Saint Kitts and Nevis,784208810,Start,,,left_only
Emil Ghuri,Palestinian Territory,784373796,Stub,,,left_only
Ernest Boka,Ivorian,784395089,Stub,,,left_only
Le Mamea Ropati,Samoan,784413731,Start,,,left_only
Erlendur Patursson,Faroese,784440060,Start,,,left_only
"Alexander Coutanche, Baron Coutanche",Jersey,784462137,C,,,left_only
Pío Romero Bosque,Salvadoran,784506431,Stub,,,left_only
Allan Ross Welsh,Rhodesian,784562559,C,,,left_only
Ali Jarbawi,Palestinian Territory,784662302,Start,,,left_only
Frederick Tutu Goodwin,Cook Island,784686871,Start,,,left_only
Geoffrey Rowland,Guernsey,784691815,Start,,,left_only
George Cathcart,Cape Colony,784693349,Start,,,left_only
Henry Harvey Williams,Saint Vincent and the Grenadines,784724223,Start,,,left_only
Henry Torrens,Cape Colony,784726341,Start,,,left_only
John Moore Caldicott,Rhodesian,784757829,Start,,,left_only
John Ralph Beaumont,Rhodesian,784758963,Start,,,left_only
Frederick Schermbrucker,Cape Colony,784765242,Start,,,left_only
Leonard Ray Morgan,Rhodesian,784769027,Start,,,left_only
List of Bailiffs of Guernsey,Guernsey,784770354,Start,,,left_only
Monica Dacon,Saint Vincent and the Grenadines,784784479,Start,,,left_only
Ngamau Munokoa,Cook Island,784786128,Start,,,left_only
Raleigh Grey,Rhodesian,784826325,Start,,,left_only
Petr Bendl,Czech Republic,784826685,Start,,,left_only
Petr Gandalovič,Czech Republic,784826720,Start,,,left_only
Richard Solomon (Attorney General),Cape Colony,784829553,Start,,,left_only
Robert Clarkson Tredgold,Rhodesian,784830601,Start,,,left_only
Robert James Hudson,Rhodesian,784831407,B,,,left_only
Terry Le Sueur,Jersey,784849252,Stub,,,left_only
Tony Longrigg,Montserratian,784856577,Stub,,,left_only
Walter Hely-Hutchinson,Cape Colony,784862369,Start,,,left_only
William Harper (Rhodesian politician),Rhodesian,784870217,FA,,,left_only
Deborah Barnes-Jones,Montserratian,784875662,Start,,,left_only
Tomáš Vandas,Czech Republic,784968648,Start,,,left_only
Rowan Cronjé,Rhodesian,784974615,GA,,,left_only
Jamal al-Jamal,Palestinian Territory,784977752,Start,,,left_only
Robert Mayr-Harting,Czech Republic,785085345,Stub,,,left_only
Marie Grace Augustin,Saint Lucian,785101569,C,,,left_only
Aziz Aliyev,Dagestani,785202362,C,,,left_only
Alfonso Quiñónez Molina,Salvadoran,785229840,Stub,,,left_only
Lee Hae-chan,South Korean,785317852,Start,,,left_only
Karel Havlíček Borovský,Czech Republic,785407597,C,,,left_only
David Aubrey Scott,Pitcairn Islands,785508390,Start,,,left_only
Mukhu Aliyev,Dagestani,785532389,Start,,,left_only
Tui Manuʻa Elisala,Samoan,785553682,Start,,,left_only
Henry White (Cape Treasurer General),Cape Colony,785566972,C,,,left_only
Ntfombi of Swaziland,Swaziland,785654533,C,,,left_only
Jamal al-Husayni,Palestinian Territory,785938135,B,,,left_only
Musa al-Husayni,Palestinian Territory,785938199,B,,,left_only
Salim al-Husayni,Palestinian Territory,785938222,Stub,,,left_only
Jorge Meléndez,Salvadoran,786063735,Stub,,,left_only
Carmen Elena Figueroa,Salvadoran,786068145,Stub,,,left_only
Jacobus Wilhelmus Sauer,Cape Colony,786142993,C,,,left_only
Jan Černý,Czech Republic,786162238,Stub,,,left_only
María Antonieta de Bográn,Hondura,786165176,Stub,,,left_only
Don Filleul,Jersey,786175308,Stub,,,left_only
Zakan Jugelia,Abkhazia,786203824,Start,,,left_only
Head of the Chechen Republic,Chechen,786231010,Start,,,left_only
Guy Powles,Tokelauan,786375181,C,,,left_only
Paulin Brune,French Guiana,786385007,Stub,,,left_only
Josef Frank (politician),Czech Republic,786399604,Stub,,,left_only
Felipe Codallos,Salvadoran,786492357,Stub,,,left_only
Tomás Regalado (Salvadoran politician),Salvadoran,786492366,Stub,,,left_only
Lambert Mende Omalanga,"Congo, Dem. Rep. of",786579616,Stub,,,left_only
Edgar Whitehead,Rhodesian,786601705,Start,,,left_only
Philip Kinsky of Wchinitz and Tettau,Czech Republic,786612217,Start,,,left_only
Henry Puna,Cook Island,786648340,C,,,left_only
Henry Hamilton Beamish,Rhodesian,786659504,Start,,,left_only
Justine Kasa-Vubu,"Congo, Dem. Rep. of",786751925,Start,,,left_only
Mata'afa,Samoan,786776338,Start,,,left_only
Charles Lennox Stretch,Cape Colony,786803200,Start,,,left_only
Cléophas Kamitatu,"Congo, Dem. Rep. of",786874201,C,,,left_only
John Tengo Jabavu,Cape Colony,786916027,Start,,,left_only
Philip John Stigant,Cape Colony,786972727,Start,,,left_only
Kuniwo Nakamura,Palauan,786992351,Start,,,left_only
Augustus Asplet Le Gros,Jersey,787012860,Start,,,left_only
Philippe Langlois,Jersey,787046159,Stub,,,left_only
Moana Ioane,Cook Island,787050138,Stub,,,left_only
Lionel Cripps,Rhodesian,787105083,Start,,,left_only
Étienne Mentor,Martinique,787128336,Start,,,left_only
A. R. Colquhoun,Rhodesian,787147677,Start,,,left_only
Mairbek Sheripov,Chechen,787163671,Stub,,,left_only
Mustafa Barghouti,Palestinian Territory,787198183,C,,,left_only
Marguerite Story,Cook Island,787227714,Start,,,left_only
François Amichia,Ivorian,787310676,Stub,,,left_only
Ernest Moutoussamy,Guadeloupe,787332894,Start,,,left_only
Jean Nguza Karl-i-Bond,"Congo, Dem. Rep. of",787378464,Start,,,left_only
Abdel Hafiz Nofal,Palestinian Territory,787385830,Start,,,left_only
Agnethe Davidsen,Greenlandic,787423025,Stub,,,left_only
Aboubakar Diaby Ouattara,Ivorian,787437447,Stub,,,left_only
Zaki al-Ghul,Palestinian Territory,787447130,Stub,,,left_only
Oslo I Accord,Palestinian Territory,787453135,C,,,left_only
Polataivao Fosi,Samoan,787519332,C,,,left_only
Henry Pottinger,Cape Colony,787552653,C,,,left_only
Adam Bombolé,"Congo, Dem. Rep. of",787602247,Stub,,,left_only
Transvaal Civil War,South African Republic,787611475,C,,,left_only
Gerty Archimede,Guadeloupe,787680195,Stub,,,left_only
Adly Yaish,Palestinian Territory,787691185,Stub,,,left_only
Adolphe Lumanu,"Congo, Dem. Rep. of",787715913,Stub,,,left_only
Adolphe Muzito cabinet,"Congo, Dem. Rep. of",787716080,B,,,left_only
Justin Marie Bomboko,"Congo, Dem. Rep. of",787797355,Start,,,left_only
John McChlery,Rhodesian,787854502,Stub,,,left_only
"Salim bin Thuwaini, Sultan of Muscat and Oman",Omani,787929352,Start,,,left_only
Luboš Dobrovský,Czech Republic,787952395,Stub,,,left_only
Bedřich Moldan,Czech Republic,787952868,Stub,,,left_only
Diane Lewis (Guernsey legislator),Guernsey,787954113,Stub,,,left_only
Wendy Morgan (politician),Guernsey,787954138,Stub,,,left_only
Sarah Craig Ferguson,Jersey,787955357,Stub,,,left_only
Wendy Kinnard,Jersey,787955613,Stub,,,left_only
Iris Le Feuvre,Jersey,787956265,Start,,,left_only
Judy Martin (politician),Jersey,787956300,Stub,,,left_only
Kristina Moore,Jersey,787956364,Start,,,left_only
Susan Pinel,Jersey,787956392,Stub,,,left_only
Shona Pitman,Jersey,787956492,Stub,,,left_only
Anne Pryke,Jersey,787956513,Stub,,,left_only
Corrie Stein,Jersey,787956597,Stub,,,left_only
Tracey Vallois,Jersey,787957954,Stub,,,left_only
Attorney General of Saint Kitts and Nevis,Saint Kitts and Nevis,787971501,Start,,,left_only
Camillo Gonsalves,Saint Vincent and the Grenadines,787976333,Start,,,left_only
Christian Atoki Ileka,"Congo, Dem. Rep. of",787978838,Stub,,,left_only
Intissar al-Wazir,Palestinian Territory,788004334,Start,,,left_only
Martin Palouš,Czech Republic,788015952,Start,,,left_only
Milena Pires,East Timorese,788017619,Start,,,left_only
Muhammad Abu Tir,Palestinian Territory,788019130,C,,,left_only
"Palestinian general election, 1996",Palestinian Territory,788023506,C,,,left_only
Paul Joseph Mukungubila Mutombo,"Congo, Dem. Rep. of",788024194,C,,,left_only
Protocol Concerning the Redeployment in Hebron,Palestinian Territory,788026998,C,,,left_only
Ferdinand Essandja,"Congo, Dem. Rep. of",788054013,Stub,,,left_only
Youssouf Bakayoko,Ivorian,788065543,Stub,,,left_only
Thomas Charles Scanlen,Cape Colony,788098639,C,,,left_only
Hermann Zwierzina,Czech Republic,788121309,Stub,,,left_only
Yousef al-Khalidi,Palestinian Territory,788159128,Stub,,,left_only
Eduard Zeman,Czech Republic,788178766,Stub,,,left_only
List of mayors of Nablus,Palestinian Territory,788189214,Stub,,,left_only
Clement Arrindell,Saint Kitts and Nevis,788231533,Start,,,left_only
Médard Albrand,Guadeloupe,788239179,Stub,,,left_only
Apenera Short,Cook Island,788240713,Start,,,left_only
Doroteo Vasconcelos,Salvadoran,788264133,GA,,,left_only
Henry Lémery,Martinique,788271645,GA,,,left_only
Harold Smedley,Pitcairn Islands,788318957,Start,,,left_only
Chantal Compaoré,Ivorian,788330706,C,,,left_only
Saul Solomon,Cape Colony,788361321,C,,,left_only
Richard Bienert,Czech Republic,788410657,Start,,,left_only
Désiré Tagro,Ivorian,788421683,Start,,,left_only
Khalil al-Hayya,Palestinian Territory,788437086,Stub,,,left_only
Peter de Havilland,Guernsey,788446515,C,,,left_only
Alfredo Cristiani,Salvadoran,788447923,C,,,left_only
Alfredo Pires,East Timorese,788450147,Stub,,,left_only
Mamadou Koulibaly,Ivorian,788462808,C,,,left_only
Martin Kabwelulu,"Congo, Dem. Rep. of",788465848,Start,,,left_only
Pascal Affi N'Guessan,Ivorian,788498433,B,,,left_only
Mana Strickland,Cook Island,788499686,Start,,,left_only
President of the Palestinian National Authority,Palestinian Territory,788509815,B,,,left_only
Tommy Remengesau,Palauan,788566799,C,,,left_only
Thomas Remengesau Sr.,Palauan,788566961,Stub,,,left_only
Ngiratkel Etpison,Palauan,788567219,Start,,,left_only
Fathi Ahmad Hammad,Palestinian Territory,788591724,Stub,,,left_only
Tony Tuimavave,Samoan,788649434,Start,,,left_only
Alphonso Theodore Roberts,Saint Vincent and the Grenadines,788672768,Start,,,left_only
Thomas Upington,Cape Colony,788717893,C,,,left_only
Alvina Reynolds,Saint Lucian,788727127,Stub,,,left_only
Alfred Almont,Martinique,788793894,Stub,,,left_only
Thierry Robert,French Guiana,788799439,Stub,,,left_only
Louis-Joseph Manscour,Martinique,788807319,Stub,,,left_only
Juliana Rimane,French Guiana,788807577,Stub,,,left_only
Joël Beaugendre,Guadeloupe,788807612,Stub,,,left_only
Hélène Vainqueur-Christophe,Guadeloupe,788810121,Stub,,,left_only
Gabrielle Louis-Carabin,Guadeloupe,788814960,Stub,,,left_only
Daniel Marsin,Guadeloupe,788815849,Stub,,,left_only
Étienne Djaument,Ivorian,788825623,Stub,,,left_only
Victor Biaka Boda,Ivorian,788825785,Stub,,,left_only
Thélus Léro,Martinique,788825794,Stub,,,left_only
Raphaël Etifier,Martinique,788825979,Stub,,,left_only
Pierre Monnerville,Guadeloupe,788826068,Stub,,,left_only
Paul Symphor,Martinique,788827072,Stub,,,left_only
Lucius-Duquesnes Gustave,Guadeloupe,788827709,Stub,,,left_only
Lucien Bernier,Guadeloupe,788827724,Stub,,,left_only
Loubo Augustin Djessou,Ivorian,788827789,Stub,,,left_only
Jules Patient,French Guiana,788827828,Stub,,,left_only
Rahila Al Riyami,Omani,788828342,Stub,,,left_only
Gaston Monnerville,French Guiana,788828507,Start,,,left_only
Eugénie Éboué-Tell,French Guiana,788828649,Stub,,,left_only
Clovis Renaison,Guadeloupe,788828762,Stub,,,left_only
Christiane Taubira,French Guiana,788828802,C,,,left_only
Léopold Héder,French Guiana,788830652,Stub,,,left_only
Léon Bertrand,French Guiana,788837401,Start,,,left_only
William (Smiley) Heather,Cook Island,788897273,Start,,,left_only
Rose Toki-Brown,Cook Island,788897549,Stub,,,left_only
Teina Bishop,Cook Island,788898457,Start,,,left_only
Pumati Israela,Cook Island,788899523,Stub,,,left_only
Abdullah Rimawi,Palestinian Territory,788953220,GA,,,left_only
William Henry Bramble,Montserratian,788976365,C,,,left_only
Yahya Hammuda,Palestinian Territory,788988278,Stub,,,left_only
Justin Catayée,French Guiana,789009266,Stub,,,left_only
Niels Winther Poulsen,Faroese,789029085,Stub,,,left_only
Raul Eshba,Abkhazia,789039267,Stub,,,left_only
Andrej Einspieler,Carniolan,789072979,Start,,,left_only
Václav Hampl,Czech Republic,789102318,Start,,,left_only
Andries Stockenström (judge),Cape Colony,789120101,C,,,left_only
Hani al-Hassan,Palestinian Territory,789228790,Start,,,left_only
Robert Wynyard,Cape Colony,789258720,C,,,left_only
Ivan Lorković,Carniolan,789263095,Start,,,left_only
Janko Kersnik,Carniolan,789273199,Start,,,left_only
Bjørt Samuelsen,Faroese,789306157,Start,,,left_only
Jenis av Rana,Faroese,789307497,Start,,,left_only
Heðin Mortensen,Faroese,789307569,Start,,,left_only
Rasmus Effersøe,Faroese,789307632,Start,,,left_only
Trygvi Samuelsen,Faroese,789308387,Start,,,left_only
Eilif Samuelsen,Faroese,789308554,Stub,,,left_only
Jógvan Skorheim,Faroese,789310556,Start,,,left_only
Alu Alkhanov,Chechen,789327678,C,,,left_only
Adam Delimkhanov,Chechen,789328171,Start,,,left_only
Alexander Dzasokhov,Ossetian,789328182,Start,,,left_only
Magomedali Magomedov,Dagestani,789329935,Start,,,left_only
Gabriel Serville,French Guiana,789340739,Stub,,,left_only
Antipas Mbusa,"Congo, Dem. Rep. of",789437538,Start,,,left_only
Aké Loba,Ivorian,789476691,Stub,,,left_only
Laurent Mbariko,"Congo, Dem. Rep. of",789487250,Start,,,left_only
Jeremiah Chirau,Rhodesian,789545107,Stub,,,left_only
Miroslav Grebeníček,Czech Republic,789546047,Stub,,,left_only
Vlasta Štěpová,Czech Republic,789546066,Stub,,,left_only
Egon Lánský,Czech Republic,789546079,Start,,,left_only
Antonín Prachař,Czech Republic,789546102,Stub,,,left_only
Milan Horálek,Czech Republic,789546147,Stub,,,left_only
Orle Solís,Hondura,789599196,Stub,,,left_only
Sergio Arturo Castellanos,Hondura,789599235,Stub,,,left_only
Hipólita Rodríguez,Hondura,789599241,Stub,,,left_only
German Leitzelar,Hondura,789599248,Stub,,,left_only
Marco Antonio Andino,Hondura,789599260,Stub,,,left_only
Lisandro Mauricio Arias,Hondura,789599265,Stub,,,left_only
José Azcona Bocock,Hondura,789599272,Stub,,,left_only
Yadira Bendaña,Hondura,789599288,Stub,,,left_only
José Rosario Bonano,Hondura,789599294,Stub,,,left_only
Romualdo Bueso Melghem,Hondura,789599300,Stub,,,left_only
Teófilo Enamorado,Hondura,789599316,Stub,,,left_only
Gabo Alfredo Jalil,Hondura,789599319,Stub,,,left_only
Eleazar Alexander Juárez,Hondura,789599323,Stub,,,left_only
Carlos Alfredo Lara Watson,Hondura,789599331,Stub,,,left_only
Wenceslao Lara Orellana,Hondura,789599336,Stub,,,left_only
Maria Aracely Leiva,Hondura,789599343,Stub,,,left_only
Fredy Renán Nájera,Hondura,789599348,Stub,,,left_only
Waldina Paz,Hondura,789599355,Stub,,,left_only
Jesús Dagoberto Perdomo,Hondura,789599360,Stub,,,left_only
Modesto Rodas Alvarado,Hondura,789599369,Stub,,,left_only
Erick Mauricio Rodríguez,Hondura,789599374,Stub,,,left_only
Víctor Rolando Sabillón,Hondura,789599381,Stub,,,left_only
Dennis Antonio Sánchez,Hondura,789599388,Stub,,,left_only
Elman Joel Sandoval,Hondura,789599393,Stub,,,left_only
Mario Edgardo Segura,Hondura,789599398,Stub,,,left_only
Perla Simons,Hondura,789599401,Stub,,,left_only
Felipe Zúniga del Cid,Hondura,789599406,Stub,,,left_only
Juan Francisco Argeñal,Hondura,789599415,Stub,,,left_only
Nasry Asfura,Hondura,789599418,Stub,,,left_only
Yaudet Burbara,Hondura,789599427,Stub,,,left_only
Oscar Orlando Burgos,Hondura,789599429,Stub,,,left_only
Wilfredo Bustillo Castellanos,Hondura,789599434,Stub,,,left_only
Victoria Carrasco,Hondura,789599444,Stub,,,left_only
Gladys Bernarda Casco,Hondura,789599449,Stub,,,left_only
Rigoberto Chang Castillo,Hondura,789599455,Stub,,,left_only
María Teresa Chávez,Hondura,789599463,Stub,,,left_only
Alberto Chedrani,Hondura,789599476,Stub,,,left_only
Celín Discua,Hondura,789599485,Stub,,,left_only
Martha Concepción Figueroa,Hondura,789599488,Stub,,,left_only
Brenda Mercedes Flores,Hondura,789599496,Stub,,,left_only
Julio César Gámez Interiano,Hondura,789599506,Stub,,,left_only
Roberto Gámez Panchamé,Hondura,789599509,Stub,,,left_only
Miguel Ángel Gámez,Hondura,789599513,Stub,,,left_only
Lorena Enriqueta Herrera,Hondura,789599522,Stub,,,left_only
Rodolfo Irias Navas,Hondura,789599528,Stub,,,left_only
Abraham Kafati Díaz,Hondura,789599532,Stub,,,left_only
Juan Fernando Lobo,Hondura,789599542,Stub,,,left_only
Miguel Edgardo Martínez,Hondura,789599547,Stub,,,left_only
Eliseo Noel Mejía,Hondura,789599561,Stub,,,left_only
Oscar Ramón Nájera,Hondura,789599562,Stub,,,left_only
Claudio Roberto Perdomo,Hondura,789599568,Stub,,,left_only
Mario Alonso Pérez López,Hondura,789599570,Stub,,,left_only
Milton Jesús Puerto,Hondura,789599575,Stub,,,left_only
Oswaldo Ramos Soto,Hondura,789599581,Stub,,,left_only
Donaldo Ernesto Reyes,Hondura,789599586,Stub,,,left_only
Antonio Rivera Callejas,Hondura,789599589,Stub,,,left_only
José Juan Rivera Ramos,Hondura,789599594,Stub,,,left_only
Salvador Valeriano Pineda,Hondura,789599607,Stub,,,left_only
Welsy Vásquez,Hondura,789599609,Stub,,,left_only
José Rodolfo Zelaya,Hondura,789599615,Stub,,,left_only
Yessenia Coely Zelaya,Hondura,789599618,Stub,,,left_only
Adela Elizabeth Zúñiga,Hondura,789599620,Stub,,,left_only
Ramón Villeda Bermúdez,Hondura,789600726,Stub,,,left_only
Jorge Aguilar Paredes,Hondura,789600760,Stub,,,left_only
Andrés Pavón,Hondura,789600953,Stub,,,left_only
Marvin Ponce,Hondura,789600975,Stub,,,left_only
Jorge Elvir,Hondura,789601015,Stub,,,left_only
Rodolfo Padilla Sunseri,Hondura,789601536,Stub,,,left_only
"John de Villiers, 1st Baron de Villiers",Cape Colony,789675927,C,,,left_only
Ivan Šusteršič,Carniolan,789681987,Start,,,left_only
Winston Field,Rhodesian,789689591,C,,,left_only
Louis Zachariasen,Faroese,789708924,Start,,,left_only
"Sir Philip Carteret, 1st Baronet",Jersey,789753704,Stub,,,left_only
"Sir Philip Carteret, 2nd Baronet",Jersey,789753711,Stub,,,left_only
Arnhim Eustace,Saint Vincent and the Grenadines,789761357,Start,,,left_only
List of rulers of Oman,Omani,789761641,B,,,left_only
Arsene James,Saint Lucian,789789654,Stub,,,left_only
Bagrat Shinkuba,Abkhazia,789818648,Start,,,left_only
Samson Chanba,Abkhazia,789818730,Start,,,left_only
Alfred Marie-Jeanne,Martinique,789854706,Stub,,,left_only
Union of Congolese Patriots,"Congo, Dem. Rep. of",789898887,Start,,,left_only
John Kemys Spencer-Churchill,Montserratian,789918293,Stub,,,left_only
Gavin St Pier,Guernsey,789938377,Stub,,,left_only
Rodolphe Alexandre,French Guiana,789939904,Stub,,,left_only
Georges Othily,French Guiana,789940008,Stub,,,left_only
Aslambek Aslakhanov,Chechen,789949907,Stub,,,left_only
Aslanbek Bulatsev,South Ossetian,789950396,Start,,,left_only
Raynold Oilouch,Palauan,789983618,Stub,,,left_only
Howard Unwin Moffat,Rhodesian,790010191,Start,,,left_only
Bheki Dlamini,Swaziland,790010530,Stub,,,left_only
Bhekimpi Dlamini,Swaziland,790010540,Stub,,,left_only
Jameson Mbilini Dlamini,Swaziland,790010556,Stub,,,left_only
Lutfo Dlamini,Swaziland,790010558,Stub,,,left_only
Mabandla Dlamini,Swaziland,790010563,Stub,,,left_only
Makhosini Dlamini,Swaziland,790010573,Stub,,,left_only
Mphiwa Dlamini,Swaziland,790010577,Stub,,,left_only
Obed Dlamini,Swaziland,790010578,Stub,,,left_only
Paul Dlamini,Swaziland,790010579,Stub,,,left_only
Themba Dlamini,Swaziland,790010705,Stub,,,left_only
Njabulo Mabuza,Swaziland,790010716,Stub,,,left_only
Charles Myeza,Swaziland,790010723,Stub,,,left_only
Sishayi Nxumalo,Swaziland,790010729,Stub,,,left_only
Paul Shabangu,Swaziland,790010732,Stub,,,left_only
Trusty Gina,Swaziland,790010783,Stub,,,left_only
Marwick Khumalo,Swaziland,790010820,Stub,,,left_only
Lazarus Salii,Palauan,790011394,Stub,,,left_only
Prince Sozisa Dlamini,Swaziland,790090661,B,,,left_only
Albertine Baclet,Guadeloupe,790100830,Stub,,,left_only
Yu Myung-hwan,South Korean,790178486,Stub,,,left_only
Yoon Young-kwan,South Korean,790178940,Start,,,left_only
Yoon Jeung-hyun,South Korean,790179508,Stub,,,left_only
Suh Sang-chul,South Korean,790180349,Start,,,left_only
Philipp von Cobenzl,Carniolan,790213148,Start,,,left_only
Aya Virginie Toure,Ivorian,790279945,C,,,left_only
Azarias Ruberwa,"Congo, Dem. Rep. of",790305725,Start,,,left_only
Antonín Novotný,Czech Republic,790372008,C,,,left_only
Ngedikes Olai Uludong,Palauan,790410665,Start,,,left_only
Mireya Agüero,Hondura,790412309,Stub,,,left_only
María Dolores Agüero,Hondura,790412332,Start,,,left_only
Sarah Flood-Beaubrun,Saint Lucian,790422420,Start,,,left_only
Sandra Pierantozzi,Palauan,790423026,Stub,,,left_only
Bak Maeng-woo,South Korean,790471224,C,,,left_only
"Henry Carteret, 1st Baron Carteret",Jersey,790484914,C,,,left_only
Banyingela Kasonga,"Congo, Dem. Rep. of",790586686,Start,,,left_only
Zuzana Brzobohatá,Czech Republic,790608148,Stub,,,left_only
Alena Palečková,Czech Republic,790608180,Stub,,,left_only
Zuzana Roithová,Czech Republic,790608186,Start,,,left_only
Reuben Meade,Montserratian,790614135,Start,,,left_only
Andreas Fakudze,Swaziland,790636139,Stub,,,left_only
Salesio Lui,Tokelauan,790644183,Stub,,,left_only
Kuresa Nasau,Tokelauan,790644216,Stub,,,left_only
Patuki Isaako,Tokelauan,790644404,Stub,,,left_only
Kolouei O'Brien,Tokelauan,790647368,Stub,,,left_only
Bashir Barghouti,Palestinian Territory,790695172,Start,,,left_only
Bassam as-Salhi,Palestinian Territory,790721748,Stub,,,left_only
Anicet Kashamura,"Congo, Dem. Rep. of",790738130,Stub,,,left_only
"List of MPs elected in the Czech legislative election, 2017",Czech Republic,790838510,Stub,,,left_only
List of high commissioners of the United Kingdom to New Zealand,Pitcairn Islands,790881651,Start,,,left_only
Sophie Kanza,"Congo, Dem. Rep. of",790942655,Start,,,left_only
Bertrand Bisimwa,"Congo, Dem. Rep. of",791074307,Stub,,,left_only
Francis Weston,Guernsey,791169532,C,,,left_only
Bernard Zadi Zaourou,Ivorian,791177695,Stub,,,left_only
Betty Christian,Pitcairn Islands,791265995,Start,,,left_only
Martin Jahn,Czech Republic,791374581,Start,,,left_only
Lee Wan-koo,South Korean,791389950,Start,,,left_only
Jacques Cornano,Guadeloupe,791685556,Start,,,left_only
Jacques Gillot,Guadeloupe,791685684,Stub,,,left_only
Antoine Karam,French Guiana,791685731,Stub,,,left_only
Georges Patient,French Guiana,791685933,Stub,,,left_only
Ruslan Khasbulatov,Chechen,791803238,Start,,,left_only
Óscar Osorio,Salvadoran,791821555,Start,,,left_only
Khalida Jarrar,Palestinian Territory,791881528,B,,,left_only
Tuimaleali'ifano,Samoan,791884820,Stub,,,left_only
Rosa Elena Bonilla,Hondura,791906998,Stub,,,left_only
Xiomara Castro,Hondura,791907048,C,,,left_only
Lourdes Rodríguez de Flores,Salvadoran,791907279,Stub,,,left_only
Álvaro Magaña,Salvadoran,791907345,Stub,,,left_only
Salvador Castaneda Castro,Salvadoran,791911972,B,,,left_only
Wilfred Bennett Davidson-Houston,Montserratian,791981452,Start,,,left_only
List of Presidents of Somaliland,Somaliland,792010538,Start,,,left_only
Charles Kisolokele,"Congo, Dem. Rep. of",792037043,Start,,,left_only
Kim Chang-ryong,South Korean,792037093,Start,,,left_only
Eduardo Gauggel Medina,Hondura,792070727,Stub,,,left_only
Philip Edmond Wodehouse,Cape Colony,792178662,C,,,left_only
Julio Adalberto Rivera Carballo,Salvadoran,792385744,Start,,,left_only
Tapley Seaton,Saint Kitts and Nevis,792406694,Start,,,left_only
Pavel Rychetský,Czech Republic,792417439,Start,,,left_only
Richard Collas,Guernsey,792424069,Start,,,left_only
Gustáv Slamečka,Czech Republic,792476721,Start,,,left_only
Frank Walker (Jersey politician),Jersey,792567273,Start,,,left_only
Annika Olsen,Faroese,792595685,Start,,,left_only
Kamel al-Budeiri,Palestinian Territory,792611747,Start,,,left_only
Zuheir Mohsen,Palestinian Territory,792615206,C,,,left_only
Magomedsalam Magomedov,Dagestani,792949749,Start,,,left_only
Élie Castor,French Guiana,793002652,Stub,,,left_only
"Heroes' Acre, Pretoria",South African Republic,793010122,Start,,,left_only
Edvard Kožušník,Czech Republic,793087579,Stub,,,left_only
Dave Solomon (rugby),Samoan,793129536,Start,,,left_only
Carlos Escaleras,Hondura,793178396,Start,,,left_only
Carlos Gabriel Kattán,Hondura,793179072,Stub,,,left_only
Carlos Ramón Aguilar Guifarro,Hondura,793183704,Stub,,,left_only
Carlos Salazar Castro,Salvadoran,793184472,Start,,,left_only
Carolyn Labey,Jersey,793221391,Stub,,,left_only
